name,type,lat,long,link
Taman Tabebuya,Park,-6.3280214,106.810215,https://www.google.com/maps/place/Taman+Tabebuya/data=!4m7!3m6!1s0x2e69ee70e17029f3:0xb02b26059ecf31a!8m2!3d-6.3280214!4d106.810215!16s%2Fg%2F1q5bkk6vf!19sChIJ8ylw4XDuaS4RGvPsWWCyAgs?authuser=0&hl=en&rclk=1
Taman Tangkuban Perahu,Park,-12.4153042,213.6704874,https://www.google.com/maps/place/Taman+Tangkuban+Perahu/data=!4m7!3m6!1s0x2e69f40e096d5be3:0x10014e518362e4dd!8m2!3d-6.2076521!4d106.8352437!16s%2Fg%2F11b7xsf2hd!19sChIJ41ttCQ70aS4R3eRig1FOARA?authuser=0&hl=en&rclk=1
Taman Tanjung 2,Park,-6.3029641,106.8422097,https://www.google.com/maps/place/Taman+Tanjung+2/data=!4m7!3m6!1s0x2e69ed8b5aad2a6d:0xd0c19cdf69082314!8m2!3d-6.3029641!4d106.8422097!16s%2Fg%2F11clwnpsz2!19sChIJbSqtWovtaS4RFCMIad-cwdA?authuser=0&hl=en&rclk=1
Taman Tawes,Park,-6.2342096,106.8459141,https://www.google.com/maps/place/Taman+Tawes/data=!4m7!3m6!1s0x2e69f34565c1434b:0x95d1d7cdbaf82234!8m2!3d-6.2342096!4d106.8459141!16s%2Fg%2F11nxp13hjv!19sChIJS0PBZUXzaS4RNCL4us3X0ZU?authuser=0&hl=en&rclk=1
Taman Tebet Timur Dalam VIII,Park,-6.2395411,106.8573241,https://www.google.com/maps/place/Taman+Tebet+Timur+Dalam+VIII/data=!4m7!3m6!1s0x2e69f3a3b6bb320d:0x5424df7cd29dba4f!8m2!3d-6.2395411!4d106.8573241!16s%2Fg%2F11bvv0grk7!19sChIJDTK7tqPzaS4RT7qd0nzfJFQ?authuser=0&hl=en&rclk=1
TAMAN TELAGA ASRI,Garden,-6.1726972,106.8595164,https://www.google.com/maps/place/TAMAN+TELAGA+ASRI/data=!4m7!3m6!1s0x2e69f5249c480c5f:0xfa9ab7e0de9a1869!8m2!3d-6.1726972!4d106.8595164!16s%2Fg%2F11p5jprkfd!19sChIJXwxInCT1aS4RaRia3uC3mvo?authuser=0&hl=en&rclk=1
Taman Teletubbies,Garden,-6.3560194,106.8953637,https://www.google.com/maps/place/Taman+Teletubbies/data=!4m7!3m6!1s0x2e69ed069feb22e7:0xaea0fb173a0c5cb6!8m2!3d-6.3560194!4d106.8953637!16s%2Fg%2F11p00cc4v2!19sChIJ5yLrnwbtaS4RtlwMOhf7oK4?authuser=0&hl=en&rclk=1
Taman tenis,Park,-6.2043169,106.9294626,https://www.google.com/maps/place/Taman+tenis/data=!4m7!3m6!1s0x2e698bcd6645004b:0xa39e0e795c94ca59!8m2!3d-6.2043169!4d106.9294626!16s%2Fg%2F11rpl7dcbp!19sChIJSwBFZs2LaS4RWcqUXHkOnqM?authuser=0&hl=en&rclk=1
Taman The Walk JGC,Garden,-6.1812042,106.9519975,https://www.google.com/maps/place/Taman+The+Walk+JGC/data=!4m7!3m6!1s0x2e698b00e8e5b2cf:0x8c76a0a718a090b!8m2!3d-6.1812042!4d106.9519975!16s%2Fg%2F11gzn3fc39!19sChIJz7Ll6ACLaS4RCwmKcQpqxwg?authuser=0&hl=en&rclk=1
Taman TMB Kamboja,Garden,-6.1926036,106.9382401,https://www.google.com/maps/place/Taman+TMB+Kamboja/data=!4m7!3m6!1s0x2e698b4b9deecd01:0xefb4ac3897ca2fda!8m2!3d-6.1926036!4d106.9382401!16s%2Fg%2F11s3g6zjvf!19sChIJAc3unUuLaS4R2i_KlzistO8?authuser=0&hl=en&rclk=1
TAMAN TOGA,Garden,-6.2020991,106.9221137,https://www.google.com/maps/place/Taman+toga/data=!4m7!3m6!1s0x2e698bd0407a3517:0xb17a34a2338e1823!8m2!3d-6.2020991!4d106.9221137!16s%2Fg%2F11p00bhzp3!19sChIJFzV6QNCLaS4RIxiOM6I0erE?authuser=0&hl=en&rclk=1
TAMAN TOGA,Ecological park,-6.128589,106.8827402,https://www.google.com/maps/place/TAMAN+TOGA/data=!4m7!3m6!1s0x2e6a1f7316913deb:0x536643a79f7b824!8m2!3d-6.128589!4d106.8827402!16s%2Fg%2F11g0lf2cdd!19sChIJ6z2RFnMfai4RJLj3eTpkNgU?authuser=0&hl=en&rclk=1
Taman Tomang,Park,-6.1718066,106.8081158,https://www.google.com/maps/place/Taman+Tomang/data=!4m7!3m6!1s0x2e69f67c9de33e75:0xdd083e12a297af65!8m2!3d-6.1718066!4d106.8081158!16s%2Fg%2F11c3j5cw95!19sChIJdT7jnXz2aS4RZa-XohI-CN0?authuser=0&hl=en&rclk=1
Taman TPU Srengseng Sawah,Garden,-6.3525731,106.8150296,https://www.google.com/maps/place/Taman+TPU+Srengseng+Sawah/data=!4m7!3m6!1s0x2e69ef5583fae7af:0x63ab12fe6d971f0d!8m2!3d-6.3525731!4d106.8150296!16s%2Fg%2F11sq3k2gb7!19sChIJr-f6g1XvaS4RDR-Xbf4Sq2M?authuser=0&hl=en&rclk=1
Taman Tubagus Angke,Garden,-6.1563688,106.7688747,https://www.google.com/maps/place/Taman+Tubagus+Angke/data=!4m7!3m6!1s0x2e69f7caeb75ce2d:0x3437c81b3b9fa2dd!8m2!3d-6.1563688!4d106.7688747!16s%2Fg%2F11gfd_s89g!19sChIJLc5168r3aS4R3aKfOxvINzQ?authuser=0&hl=en&rclk=1
TAMAN TULIP (Taman Bermain),Park,-6.3510001,106.8817565,https://www.google.com/maps/place/TAMAN+TULIP+(Taman+Bermain)/data=!4m7!3m6!1s0x2e69edf7caf6cfe5:0x29f1273d24516938!8m2!3d-6.3510001!4d106.8817565!16s%2Fg%2F11j3rdfrcy!19sChIJ5c_2yvftaS4ROGlRJD0n8Sk?authuser=0&hl=en&rclk=1
Taman Tulodong - BBS,Park,-6.2290491,106.812205,https://www.google.com/maps/place/Taman+Tulodong+-+BBS/data=!4m7!3m6!1s0x2e69f159f4fb18c9:0xa75b2fb06dc81d1d!8m2!3d-6.2290491!4d106.812205!16s%2Fg%2F11cp7kc4jn!19sChIJyRj79FnxaS4RHR3IbbAvW6c?authuser=0&hl=en&rclk=1
Taman Twei II,City park,-6.181263,106.9717034,https://www.google.com/maps/place/Taman+Twei+II/data=!4m7!3m6!1s0x2e698bb004bb7185:0xda16dcb2dbfa43a4!8m2!3d-6.181263!4d106.9717034!16s%2Fg%2F11g9vmch_d!19sChIJhXG7BLCLaS4RpEP627LcFto?authuser=0&hl=en&rclk=1
Taman United Tractors AHEMCE,Park,-6.2277116,106.9214233,https://www.google.com/maps/place/Taman+United+Tractors+AHEMCE/data=!4m7!3m6!1s0x2e698d3d3cbbe73f:0x41d010633d60b975!8m2!3d-6.2277116!4d106.9214233!16s%2Fg%2F11fqpwvlsx!19sChIJP-e7PD2NaS4RdblgPWMQ0EE?authuser=0&hl=en&rclk=1
Taman UT,Park,-6.2299192,106.9102289,https://www.google.com/maps/place/Taman+UT/data=!4m7!3m6!1s0x2e69f34b625823db:0x7a381af395a1e7ff!8m2!3d-6.2299192!4d106.9102289!16s%2Fg%2F11clwj548z!19sChIJ2yNYYkvzaS4R_-ehlfMaOHo?authuser=0&hl=en&rclk=1
Taman UT AHEME,Park,-6.2277083,106.9218971,https://www.google.com/maps/place/Taman+UT+AHEME/data=!4m7!3m6!1s0x2e698cb0ef6fb741:0xc100477e9ee68708!8m2!3d-6.2277083!4d106.9218971!16s%2Fg%2F11cjh_rzcv!19sChIJQbdv77CMaS4RCIfmnn5HAME?authuser=0&hl=en&rclk=1
Taman Viaduct,Park,-6.2140316,106.9001135,https://www.google.com/maps/place/Taman+Viaduct/data=!4m7!3m6!1s0x2e69f4a7e3798185:0x90bcf88da708be28!8m2!3d-6.2140316!4d106.9001135!16s%2Fg%2F11c37nz338!19sChIJhYF546f0aS4RKL4Ip434vJA?authuser=0&hl=en&rclk=1
Taman Waduk Pluit,Park,-6.1137292,106.7950497,https://www.google.com/maps/place/Taman+Waduk+Pluit/data=!4m7!3m6!1s0x2e6a1dc06cff36a7:0xc94812c8a867e479!8m2!3d-6.1137292!4d106.7950497!16s%2Fg%2F11bzsh2ltd!19sChIJpzb_bMAdai4ReeRnqMgSSMk?authuser=0&hl=en&rclk=1
Taman Walang,Garden,-6.1217847,106.9007926,https://www.google.com/maps/place/Taman+Walang/data=!4m7!3m6!1s0x2e6a1f89b2167a41:0x4dc0278b5285c741!8m2!3d-6.1217847!4d106.9007926!16s%2Fg%2F11sd49qqs7!19sChIJQXoWsokfai4RQceFUosnwE0?authuser=0&hl=en&rclk=1
taman walang baru,Garden,-6.122041,106.9053861,https://www.google.com/maps/place/taman+walang+baru/data=!4m7!3m6!1s0x2e6a1ffa0f790801:0x7432e6fc70f731bd!8m2!3d-6.122041!4d106.9053861!16s%2Fg%2F1tf9kpnh!19sChIJAQh5D_ofai4RvTH3cPzmMnQ?authuser=0&hl=en&rclk=1
Taman Walet Permai,Garden,-6.1266241,106.7605196,https://www.google.com/maps/place/Taman+Walet+Permai/data=!4m7!3m6!1s0x2e6a1d75529a6d79:0xfd5520c068dcf4d2!8m2!3d-6.1266241!4d106.7605196!16s%2Fg%2F11rqp0_kmf!19sChIJeW2aUnUdai4R0vTcaMAgVf0?authuser=0&hl=en&rclk=1
Taman Walikota Jakarta Barat,Park,-6.1851128,106.7384451,https://www.google.com/maps/place/Taman+Walikota+Jakarta+Barat/data=!4m7!3m6!1s0x2e69f7dba80b0e61:0xc43acda175b406f5!8m2!3d-6.1851128!4d106.7384451!16s%2Fg%2F11lgddykr_!19sChIJYQ4LqNv3aS4R9Qa0daHNOsQ?authuser=0&hl=en&rclk=1
Taman Warna Warni Jembatan Lima,Community garden,-6.1456097,106.8033115,https://www.google.com/maps/place/Taman+Warna+Warni+Jembatan+Lima/data=!4m7!3m6!1s0x2e69f7758efd4cf7:0x9492a01f1d2b0bfd!8m2!3d-6.1456097!4d106.8033115!16s%2Fg%2F11h4kk1j6v!19sChIJ90z9jnX3aS4R_QsrHR-gkpQ?authuser=0&hl=en&rclk=1
Taman Waroe,Garden,-6.1473725,106.7458285,https://www.google.com/maps/place/Taman+Waroe/data=!4m7!3m6!1s0x2e69f770c0fe7551:0x62cab7dda1a56944!8m2!3d-6.1473725!4d106.7458285!16s%2Fg%2F11hzmshlhk!19sChIJUXX-wHD3aS4RRGmlod23ymI?authuser=0&hl=en&rclk=1
Taman Waru Rambutan,Park,-6.3150409,106.8821793,https://www.google.com/maps/place/Taman+Waru+Rambutan/data=!4m7!3m6!1s0x2e69ed6e62fcc4d9:0xe7f8d5b57024eeed!8m2!3d-6.3150409!4d106.8821793!16s%2Fg%2F11bv3mtd91!19sChIJ2cT8Ym7taS4R7e4kcLXV-Oc?authuser=0&hl=en&rclk=1
Taman Warung Silah,Park,-6.3445996,106.8066085,https://www.google.com/maps/place/Taman+Warung+Silah/data=!4m7!3m6!1s0x2e69ef5ec3df7fbf:0x393c45c2a21e8379!8m2!3d-6.3445996!4d106.8066085!16s%2Fg%2F11h9gvq5d7!19sChIJv3_fw17vaS4ReYMeosJFPDk?authuser=0&hl=en&rclk=1
Taman Wijaya IX,Park,-6.2495092,106.8039372,https://www.google.com/maps/place/Taman+Wijaya+IX/data=!4m7!3m6!1s0x2e69f14fc9184ef1:0xb32b4870f04de838!8m2!3d-6.2495092!4d106.8039372!16s%2Fg%2F11h0b7l0t8!19sChIJ8U4YyU_xaS4ROOhN8HBIK7M?authuser=0&hl=en&rclk=1
TAMAN WIJAYA KUSUMA,Garden,-6.3025039,106.8010958,https://www.google.com/maps/place/Taman+Wijaya+Kusuma/data=!4m7!3m6!1s0x2e69efdb3c07818b:0x2360c39e75e208ce!8m2!3d-6.3025039!4d106.8010958!16s%2Fg%2F11s33j32p5!19sChIJi4EHPNvvaS4RzgjidZ7DYCM?authuser=0&hl=en&rclk=1
TAMAN WIJAYA KUSUMA,Park,-6.1780323,106.7044249,https://www.google.com/maps/place/TAMAN+WIJAYA+KUSUMA/data=!4m7!3m6!1s0x2e69f8345d670fa9:0xe52c9f9c447f36ae!8m2!3d-6.1780323!4d106.7044249!16s%2Fg%2F11c0xq8nq8!19sChIJqQ9nXTT4aS4RrjZ_RJyfLOU?authuser=0&hl=en&rclk=1
"Taman Wisata Alam Mangrove, Angke Kapuk",Nature preserve,-6.1064903,106.7368887,"https://www.google.com/maps/place/Taman+Wisata+Alam+Mangrove,+Angke+Kapuk/data=!4m7!3m6!1s0x2e6a1d2589502ba3:0xc39c90629ab16290!8m2!3d-6.1064903!4d106.7368887!16s%2Fg%2F1pzpnxtjc!19sChIJoytQiSUdai4RkGKxmmKQnMM?authuser=0&hl=en&rclk=1"
Taman Yudhistira (Taman Maju Bersama),Park,-6.2419816,106.7610427,https://www.google.com/maps/place/Taman+Yudhistira+(Taman+Maju+Bersama)/data=!4m7!3m6!1s0x2e69f1ef826b10a3:0xa239bcc79a634cab!8m2!3d-6.2419816!4d106.7610427!16s%2Fg%2F11s7s891fb!19sChIJoxBrgu_xaS4Rq0xjmse8OaI?authuser=0&hl=en&rclk=1
Taman Zodia,Park,-6.2295284,106.7479786,https://www.google.com/maps/place/Taman+Zodia/data=!4m7!3m6!1s0x2e69f0c81263b863:0xa054cc26bdbae464!8m2!3d-6.2295284!4d106.7479786!16s%2Fg%2F11c1s0c2sy!19sChIJY7hjEsjwaS4RZOS6vSbMVKA?authuser=0&hl=en&rclk=1
Tanjung Park,Park,-6.301919,106.8391816,https://www.google.com/maps/place/Tanjung+Park/data=!4m7!3m6!1s0x2e69edf4ed5f91eb:0xa47ca7d6b29df015!8m2!3d-6.301919!4d106.8391816!16s%2Fg%2F11b6nccpfj!19sChIJ65Ff7fTtaS4RFfCdstanfKQ?authuser=0&hl=en&rclk=1
Tebet Eco Park,City park,-6.2373489,106.8529248,https://www.google.com/maps/place/Tebet+Eco+Park/data=!4m7!3m6!1s0x2e69f36d922448d5:0x83736dbd7ef2b25c!8m2!3d-6.2373489!4d106.8529248!16s%2Fg%2F11fj9k587d!19sChIJ1Ugkkm3zaS4RXLLyfr1tc4M?authuser=0&hl=en&rclk=1
Tebet ecopark,Garden,-6.2251223,106.8549881,https://www.google.com/maps/place/Tebet+ecopark/data=!4m7!3m6!1s0x2e69f36e7257aae1:0x6027a0bada45e460!8m2!3d-6.2251223!4d106.8549881!16s%2Fg%2F11t62cr_z8!19sChIJ4apXcm7zaS4RYORF2rqgJ2A?authuser=0&hl=en&rclk=1
TMB Cendana,Park,-6.3514277,106.8772544,https://www.google.com/maps/place/TMB+Cendana/data=!4m7!3m6!1s0x2e69ed20de753255:0x9bc16a923c504c4f!8m2!3d-6.3514277!4d106.8772544!16s%2Fg%2F11fn98b8cv!19sChIJVTJ13iDtaS4RT0xQPJJqwZs?authuser=0&hl=en&rclk=1
TMB TULIP (Taman Maju Bersama),Park,-6.3510848,106.8819499,https://www.google.com/maps/place/TMB+TULIP+(Taman+Maju+Bersama)/data=!4m7!3m6!1s0x2e69edef188def2b:0xf98a6cd3f7d63174!8m2!3d-6.3510848!4d106.8819499!16s%2Fg%2F11j3sb4fd8!19sChIJK--NGO_taS4RdDHW99Nsivk?authuser=0&hl=en&rclk=1
Tribeca Park,Park,-6.1772515,106.7904697,https://www.google.com/maps/place/Tribeca+Park/data=!4m7!3m6!1s0x2e69f65f7b0f0739:0xf771f6dc512bd1a1!8m2!3d-6.1772515!4d106.7904697!16s%2Fg%2F11cs17j29b!19sChIJOQcPe1_2aS4RodErUdz2cfc?authuser=0&hl=en&rclk=1
UI Park,Park,-6.3543155,106.8277609,https://www.google.com/maps/place/UI+Park/data=!4m7!3m6!1s0x2e69ec249a90b2d7:0x81de1290a2df316a!8m2!3d-6.3543155!4d106.8277609!16s%2Fg%2F1hm2d9dj0!19sChIJ17KQmiTsaS4RajHfopAS3oE?authuser=0&hl=en&rclk=1
Viaduct Latuharhary Park,Park,-6.2021435,106.827666,https://www.google.com/maps/place/Viaduct+Latuharhary+Park/data=!4m7!3m6!1s0x2e69f41a269bcde7:0x3cf90b8fce647d03!8m2!3d-6.2021435!4d106.827666!16s%2Fg%2F11c0rtcfkn!19sChIJ582bJhr0aS4RA31kzo8L-Tw?authuser=0&hl=en&rclk=1
Wildlife Cut Meutia,Park,-12.3739478,213.668391,https://www.google.com/maps/place/Wildlife+Cut+Meutia/data=!4m7!3m6!1s0x2e69f43a6db57795:0xbb7ce3163887e04d!8m2!3d-6.1869739!4d106.8341955!16s%2Fg%2F1yhbl7bvv!19sChIJlXe1bTr0aS4RTeCHOBbjfLs?authuser=0&hl=en&rclk=1
Yon Ang Air Garden,City park,-6.132085,106.9211483,https://www.google.com/maps/place/Yon+Ang+Air+Garden/data=!4m7!3m6!1s0x2e6a2007820d5109:0x1f6afd5253adc5a1!8m2!3d-6.132085!4d106.9211483!16s%2Fg%2F11fz9bs14x!19sChIJCVENggcgai4RocWtU1L9ah8?authuser=0&hl=en&rclk=1
Zona4_PPSU,Park,-6.1586082,106.8147341,https://www.google.com/maps/place/Zona4_PPSU/data=!4m7!3m6!1s0x2e69f7dfe894d079:0xada4df3fae4a9f99!8m2!3d-6.1586082!4d106.8147341!16s%2Fg%2F11q2vmq1bj!19sChIJedCU6N_3aS4RmZ9Krj_fpK0?authuser=0&hl=en&rclk=1
